"","gene","gene_id","description","class","seq_type","chromosome","start_position","stop_position","feature_length","product_length","strand","locus_tag","note","genomic_accession","product_accession"
"14025","LOC110261582",110261582,NA,"lncRNA","chromosome","7",73061042,73069043,8002,NA,1,NA,NA,"NC_010449.5",NA
"14026","LOC110261583",110261583,NA,"lncRNA","chromosome","7",73118164,73134591,16428,NA,1,NA,NA,"NC_010449.5",NA
"14027","LOC110261585",110261585,NA,"lncRNA","chromosome","7",73806754,73827194,20441,NA,-1,NA,NA,"NC_010449.5",NA
"14028","LOC110261584",110261584,NA,"lncRNA","chromosome","7",73844506,74179541,335036,NA,-1,NA,NA,"NC_010449.5",NA
"14029","STXBP6",100514852,"syntaxin binding protein 6","protein_coding","chromosome","7",74294859,74551370,256512,NA,1,NA,NA,"NC_010449.5",NA
"14030","LOC102166701",102166701,NA,"lncRNA","chromosome","7",74537765,74542945,5181,NA,-1,NA,NA,"NC_010449.5",NA
"14031","LOC110261587",110261587,NA,"lncRNA","chromosome","7",74550722,74637534,86813,NA,-1,NA,NA,"NC_010449.5",NA
"14032","LOC110261588",110261588,NA,"lncRNA","chromosome","7",74634507,74638825,4319,NA,1,NA,NA,"NC_010449.5",NA
"14033","LOC110261586",110261586,NA,"pseudogene","chromosome","7",74653225,74656057,2833,NA,1,NA,"pseudo","NC_010449.5",NA
"14034","GZMB",100233184,"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)","protein_coding","chromosome","7",74705499,74708781,3283,NA,1,NA,NA,"NC_010449.5",NA
"14035","GZMH",100152450,"granzyme H (cathepsin G-like 2, protein h-CCPX)","protein_coding","chromosome","7",74723800,74727396,3597,NA,1,NA,NA,"NC_010449.5",NA
"14036","LOC106504460",106504460,NA,"protein_coding","chromosome","7",74749364,74750817,1454,NA,1,NA,NA,"NC_010449.5",NA
"14037","LOC110261589",110261589,NA,"lncRNA","chromosome","7",74753750,74757684,3935,NA,-1,NA,NA,"NC_010449.5",NA
"14038","LOC100154047",100154047,NA,"protein_coding","chromosome","7",74761602,74772950,11349,NA,-1,NA,NA,"NC_010449.5",NA
"14039","LOC100739080",100739080,NA,"protein_coding","chromosome","7",74775212,74778404,3193,NA,-1,NA,NA,"NC_010449.5",NA
"14040","LOC100156469",100156469,NA,"protein_coding","chromosome","7",74782293,74847707,65415,NA,-1,NA,NA,"NC_010449.5",NA
"14041","SDR39U1",100152844,NA,"protein_coding","chromosome","7",74851049,74855740,4692,NA,1,NA,NA,"NC_010449.5",NA
"14042","KHNYN",100158093,NA,"protein_coding","chromosome","7",74854209,74872491,18283,NA,-1,NA,NA,"NC_010449.5",NA
"14043","CBLN3",100127149,"cerebellin 3 precursor","protein_coding","chromosome","7",74865931,74868443,2513,NA,1,NA,NA,"NC_010449.5",NA
"14044","NYNRIN",100155701,NA,"protein_coding","chromosome","7",74877910,74898596,20687,NA,-1,NA,NA,"NC_010449.5",NA
"14045","NFATC4",100154469,NA,"protein_coding","chromosome","7",74918982,74929688,10707,NA,-1,NA,NA,"NC_010449.5",NA
"14046","LOC110261591",110261591,NA,"lncRNA","chromosome","7",74929719,74931429,1711,NA,1,NA,NA,"NC_010449.5",NA
"14047","RIPK3",100153263,NA,"protein_coding","chromosome","7",74951145,74955255,4111,NA,1,NA,NA,"NC_010449.5",NA
"14048","ADCY4",100152067,NA,"protein_coding","chromosome","7",74955410,74972440,17031,NA,1,NA,NA,"NC_010449.5",NA
"14049","LTB4R",100157290,NA,"protein_coding","chromosome","7",74972723,74978266,5544,NA,-1,NA,NA,"NC_010449.5",NA
"14050","LTB4R2",100156094,NA,"protein_coding","chromosome","7",74978871,74983811,4941,NA,-1,NA,NA,"NC_010449.5",NA
"14051","CIDEB",100127160,"cell death-inducing DFFA-like effector b","protein_coding","chromosome","7",74982941,74985776,2836,NA,1,NA,NA,"NC_010449.5",NA
"14052","NOP9",100154880,NA,"protein_coding","chromosome","7",74985748,74992108,6361,NA,-1,NA,NA,"NC_010449.5",NA
"14053","DHRS1",100519262,NA,"protein_coding","chromosome","7",74992120,75002154,10035,NA,1,NA,NA,"NC_010449.5",NA
"14054","LOC106504464",106504464,NA,"lncRNA","chromosome","7",75002727,75003934,1208,NA,1,NA,NA,"NC_010449.5",NA
"14055","RABGGTA",100049679,"Rab geranylgeranyltransferase alpha subunit","protein_coding","chromosome","7",75021716,75028229,6514,NA,1,NA,NA,"NC_010449.5",NA
"14056","TGM1",100156489,NA,"protein_coding","chromosome","7",75030123,75045157,15035,NA,1,NA,NA,"NC_010449.5",NA
"14057","TINF2",100155296,NA,"protein_coding","chromosome","7",75056790,75067895,11106,NA,1,NA,NA,"NC_010449.5",NA
"14058","GMPR2",100154068,NA,"protein_coding","chromosome","7",75060680,75070079,9400,NA,-1,NA,NA,"NC_010449.5",NA
"14059","NEDD8",100520086,NA,"protein_coding","chromosome","7",75069947,75085905,15959,NA,1,NA,NA,"NC_010449.5",NA
"14060","MDP1",100520440,NA,"protein_coding","chromosome","7",75087443,75088944,1502,NA,1,NA,NA,"NC_010449.5",NA
"14061","CHMP4A",100520257,NA,"protein_coding","chromosome","7",75089092,75093796,4705,NA,1,NA,NA,"NC_010449.5",NA
"14062","TSSK4",100520622,"testis specific serine kinase 4","protein_coding","chromosome","7",75094921,75104189,9269,NA,-1,NA,NA,"NC_010449.5",NA
"14063","TM9SF1",100520918,NA,"protein_coding","chromosome","7",75103971,75110027,6057,NA,1,NA,NA,"NC_010449.5",NA
"14064","IPO4",100157703,NA,"protein_coding","chromosome","7",75109844,75118739,8896,NA,1,NA,NA,"NC_010449.5",NA
"14065","REC8",100152822,NA,"protein_coding","chromosome","7",75118743,75127759,9017,NA,-1,NA,NA,"NC_010449.5",NA
"14066","IRF9",780415,"interferon regulatory factor 9","protein_coding","chromosome","7",75133800,75139641,5842,NA,-1,NA,NA,"NC_010449.5",NA
"14067","PSME2",397522,"proteasome activator subunit 2","protein_coding","chromosome","7",75154570,75157871,3302,NA,1,NA,NA,"NC_010449.5",NA
"14068","EMC9",100153238,NA,"protein_coding","chromosome","7",75159150,75161917,2768,NA,1,NA,NA,"NC_010449.5",NA
"14069","PSME1",397572,"proteasome activator subunit 1","protein_coding","chromosome","7",75161830,75164531,2702,NA,-1,NA,NA,"NC_010449.5",NA
"14070","LOC110261592",110261592,NA,"lncRNA","chromosome","7",75166072,75167738,1667,NA,1,NA,NA,"NC_010449.5",NA
"14071","FITM1",100147706,"fat storage inducing transmembrane protein 1","protein_coding","chromosome","7",75166986,75168240,1255,NA,-1,NA,NA,"NC_010449.5",NA
"14072","DCAF11",100157270,NA,"protein_coding","chromosome","7",75169701,75181137,11437,NA,-1,NA,NA,"NC_010449.5",NA
"14073","PCK2",403165,"phosphoenolpyruvate carboxykinase 2, mitochondrial","protein_coding","chromosome","7",75187195,75197613,10419,NA,-1,NA,NA,"NC_010449.5",NA
"14074","NRL",100156487,NA,"protein_coding","chromosome","7",75199048,75211655,12608,NA,1,NA,NA,"NC_010449.5",NA
"14075","CPNE6",100155292,NA,"protein_coding","chromosome","7",75213643,75219031,5389,NA,-1,NA,NA,"NC_010449.5",NA
"14076","CARMIL3",100154847,NA,"protein_coding","chromosome","7",75222528,75241243,18716,NA,-1,NA,NA,"NC_010449.5",NA
"14077","LOC106504467",106504467,NA,"lncRNA","chromosome","7",75239641,75241979,2339,NA,1,NA,NA,"NC_010449.5",NA
"14078","DHRS4",397082,"dehydrogenase/reductase (SDR family) member 4","protein_coding","chromosome","7",75242121,75255594,13474,NA,-1,NA,NA,"NC_010449.5",NA
"14079","LOC106504468",106504468,NA,"lncRNA","chromosome","7",75347220,75358342,11123,NA,-1,NA,NA,"NC_010449.5",NA
"14080","JPH4",100152448,NA,"protein_coding","chromosome","7",75522349,75532983,10635,NA,1,NA,NA,"NC_010449.5",NA
"14081","AP1G2",100157682,NA,"protein_coding","chromosome","7",75533131,75549490,16360,NA,1,NA,NA,"NC_010449.5",NA
"14082","THTPA",396635,NA,"protein_coding","chromosome","7",75548430,75553721,5292,NA,-1,NA,NA,"NC_010449.5",NA
"14083","ZFHX2",106504473,NA,"protein_coding","chromosome","7",75554876,75586782,31907,NA,1,NA,NA,"NC_010449.5",NA
"14084","NGDN",100513213,"neuroguidin","protein_coding","chromosome","7",75621334,75629447,8114,NA,-1,NA,NA,"NC_010449.5",NA
"14085","MYH7",396860,"myosin heavy chain 7","protein_coding","chromosome","7",75650841,75672908,22068,NA,1,NA,NA,"NC_010449.5",NA
"14086","MIR208B",100498788,"microRNA 208b","miRNA","chromosome","7",75667786,75667865,80,NA,1,NA,NA,"NC_010449.5",NA
"14087","LOC100736765",100736765,NA,"protein_coding","chromosome","7",75677666,75704486,26821,NA,1,NA,NA,"NC_010449.5",NA
"14088","CMTM5",100514659,"CKLF like MARVEL transmembrane domain containing 5","protein_coding","chromosome","7",75707132,75709809,2678,NA,-1,NA,NA,"NC_010449.5",NA
"14089","IL25",100154041,NA,"protein_coding","chromosome","7",75710453,75717688,7236,NA,-1,NA,NA,"NC_010449.5",NA
"14090","EFS",100158092,NA,"protein_coding","chromosome","7",75720033,75731615,11583,NA,1,NA,NA,"NC_010449.5",NA
"14091","SLC22A17",100152841,NA,"protein_coding","chromosome","7",75734724,75741115,6392,NA,1,NA,NA,"NC_010449.5",NA
"14092","PABPN1",100155260,"poly(A) binding protein nuclear 1","protein_coding","chromosome","7",75752571,75756522,3952,NA,-1,NA,NA,"NC_010449.5",NA
"14093","LOC100154044",100154044,NA,"protein_coding","chromosome","7",75765603,75770743,5141,NA,-1,NA,NA,"NC_010449.5",NA
"14094","PPP1R3E",106504470,NA,"protein_coding","chromosome","7",75770813,75782717,11905,NA,1,NA,NA,"NC_010449.5",NA
"14095","HOMEZ",100155262,NA,"protein_coding","chromosome","7",75789184,75798027,8844,NA,1,NA,NA,"NC_010449.5",NA
"14096","RNF212B",100516275,NA,"protein_coding","chromosome","7",75798895,75831455,32561,NA,-1,NA,NA,"NC_010449.5",NA
"14097","SLC7A8",100522330,NA,"protein_coding","chromosome","7",75854700,75921931,67232,NA,1,NA,NA,"NC_010449.5",NA
"14098","CEBPE",100157564,NA,"protein_coding","chromosome","7",75926652,75929949,3298,NA,1,NA,NA,"NC_010449.5",NA
"14099","C7H14orf119",100522881,NA,"protein_coding","chromosome","7",75947765,75951047,3283,NA,-1,NA,NA,"NC_010449.5",NA
"14100","ACIN1",100156353,NA,"protein_coding","chromosome","7",75951203,75989234,38032,NA,1,NA,NA,"NC_010449.5",NA
"14101","CDH24",100156315,"cadherin 24","protein_coding","chromosome","7",75990185,76001133,10949,NA,1,NA,NA,"NC_010449.5",NA
"14102","PSMB11",100153926,NA,"protein_coding","chromosome","7",76005609,76006728,1120,NA,-1,NA,NA,"NC_010449.5",NA
"14103","PSMB5",100155139,NA,"protein_coding","chromosome","7",76014576,76021922,7347,NA,1,NA,NA,"NC_010449.5",NA
"14104","C7H14orf93",100626253,NA,"protein_coding","chromosome","7",76033750,76061877,28128,NA,1,NA,NA,"NC_010449.5",NA
"14105","AJUBA",100626166,NA,"protein_coding","chromosome","7",76063009,76072884,9876,NA,1,NA,NA,"NC_010449.5",NA
"14106","HAUS4",100626075,"HAUS augmin like complex subunit 4","protein_coding","chromosome","7",76085613,76097954,12342,NA,1,NA,NA,"NC_010449.5",NA
"14107","LOC110261594",110261594,NA,"lncRNA","chromosome","7",76101408,76110785,9378,NA,-1,NA,NA,"NC_010449.5",NA
"14108","TRNAR-ACG",110261890,NA,"tRNA","chromosome","7",76110583,76110655,73,NA,-1,NA,NA,"NC_010449.5",NA
"14109","PRMT5",100294711,"protein arginine methyltransferase 5","protein_coding","chromosome","7",76110956,76119619,8664,NA,1,NA,NA,"NC_010449.5",NA
"14110","RBM23",100622208,NA,"protein_coding","chromosome","7",76120725,76132148,11424,NA,1,NA,NA,"NC_010449.5",NA
"14111","REM2",100622301,NA,"protein_coding","chromosome","7",76141015,76149162,8148,NA,-1,NA,NA,"NC_010449.5",NA
"14112","LRP10",100233190,"LDL receptor related protein 10","protein_coding","chromosome","7",76149304,76159397,10094,NA,-1,NA,NA,"NC_010449.5",NA
"14113","MMP14",397471,"matrix metallopeptidase 14 (membrane-inserted)","protein_coding","chromosome","7",76174502,76185931,11430,NA,-1,NA,NA,"NC_010449.5",NA
"14114","MRPL52",100157971,"mitochondrial ribosomal protein L52","protein_coding","chromosome","7",76187447,76191647,4201,NA,-1,NA,NA,"NC_010449.5",NA
"14115","SLC7A7",100037972,"solute carrier family 7 member 7","protein_coding","chromosome","7",76195774,76235406,39633,NA,1,NA,NA,"NC_010449.5",NA
"14116","OXA1L",100154992,NA,"protein_coding","chromosome","7",76234710,76266700,31991,NA,-1,NA,"partial","NC_010449.5",NA
"14117","LOC102160893",102160893,NA,"pseudogene","chromosome","7",76270040,76274301,4262,NA,-1,NA,"pseudo","NC_010449.5",NA
"14118","LOC100157923",100157923,NA,"pseudogene","chromosome","7",76278887,76279415,529,NA,-1,NA,"pseudo","NC_010449.5",NA
"14119","LOC100156740",100156740,NA,"protein_coding","chromosome","7",76320984,76322038,1055,NA,-1,NA,NA,"NC_010449.5",NA
"14120","LOC100155532",100155532,NA,"protein_coding","chromosome","7",76334630,76336037,1408,NA,-1,NA,NA,"NC_010449.5",NA
"14121","LOC100155572",100155572,NA,"transcribed_pseudogene","chromosome","7",76362969,76363844,876,NA,1,NA,"pseudo","NC_010449.5",NA
"14122","LOC100151899",100151899,NA,"protein_coding","chromosome","7",76391888,76394215,2328,NA,1,NA,NA,"NC_010449.5",NA
"14123","ABHD4",100154266,NA,"protein_coding","chromosome","7",76396548,76431836,35289,NA,-1,NA,NA,"NC_010449.5",NA
"14124","DAD1",396984,"defender against cell death 1","protein_coding","chromosome","7",76432040,76457403,25364,NA,1,NA,NA,"NC_010449.5",NA
"14125","LOC106504476",106504476,NA,"pseudogene","chromosome","7",76436846,76438067,1222,NA,1,NA,"pseudo","NC_010449.5",NA
"14126","LOC102158035",102158035,"uncharacterized LOC102158035","protein_coding","chromosome","7",76471215,77056010,584796,NA,-1,NA,NA,"NC_010449.5",NA
"14127","LOC102160313",102160313,NA,"protein_coding","chromosome","7",76554354,76565679,11326,NA,-1,NA,NA,"NC_010449.5",NA
"14128","LOC100626750",100626750,NA,"pseudogene","chromosome","7",76692982,76700712,7731,NA,1,NA,"pseudo","NC_010449.5",NA
"14129","LOC102164513",102164513,NA,"protein_coding","chromosome","7",76720142,76721476,1335,NA,-1,NA,NA,"NC_010449.5",NA
"14130","LOC110261606",110261606,NA,"lncRNA","chromosome","7",76790585,76813579,22995,NA,1,NA,NA,"NC_010449.5",NA
"14131","LOC102161747",102161747,NA,"V_segment","chromosome","7",76800497,76804544,4048,NA,-1,NA,NA,"NC_010449.5",NA
"14132","LOC102164633",102164633,NA,"V_segment","chromosome","7",76804755,76807027,2273,NA,-1,NA,NA,"NC_010449.5",NA
"14133","LOC110261599",110261599,NA,"V_segment","chromosome","7",76876207,76879736,3530,NA,-1,NA,NA,"NC_010449.5",NA
"14134","LOC106504482",106504482,NA,"V_segment","chromosome","7",76884534,76886591,2058,NA,-1,NA,NA,"NC_010449.5",NA
"14135","LOC110255269",110255269,NA,"V_segment","chromosome","7",76901419,76902443,1025,NA,-1,NA,NA,"NC_010449.5",NA
"14136","LOC110261596",110261596,NA,"V_segment","chromosome","7",76922266,76926553,4288,NA,-1,NA,NA,"NC_010449.5",NA
"14137","LOC110255268",110255268,NA,"V_segment","chromosome","7",76943608,76946591,2984,NA,-1,NA,NA,"NC_010449.5",NA
"14138","LOC102165509",102165509,NA,"V_segment","chromosome","7",76952511,76954297,1787,NA,-1,NA,NA,"NC_010449.5",NA
"14139","LOC102163917",102163917,NA,"V_segment","chromosome","7",76974821,76976099,1279,NA,-1,NA,NA,"NC_010449.5",NA
"14140","LOC110261600",110261600,NA,"V_segment","chromosome","7",76978169,76979924,1756,NA,-1,NA,NA,"NC_010449.5",NA
"14141","LOC102167900",102167900,NA,"V_segment","chromosome","7",76995225,76996170,946,NA,-1,NA,NA,"NC_010449.5",NA
"14142","LOC102165899",102165899,NA,"V_segment","chromosome","7",77001747,77002642,896,NA,-1,NA,NA,"NC_010449.5",NA
"14143","LOC110261595",110261595,NA,"protein_coding","chromosome","7",77029370,77032022,2653,NA,-1,NA,NA,"NC_010449.5",NA
"14144","LOC100523619",100523619,NA,"V_segment","chromosome","7",77036847,77039404,2558,NA,-1,NA,NA,"NC_010449.5",NA
"14145","LOC110261601",110261601,NA,"V_segment","chromosome","7",77042920,77043919,1000,NA,-1,NA,NA,"NC_010449.5",NA
"14146","LOC102157503",102157503,NA,"V_segment","chromosome","7",77065515,77068057,2543,NA,-1,NA,NA,"NC_010449.5",NA
"14147","LOC102168170",102168170,NA,"V_segment","chromosome","7",77074661,77075709,1049,NA,-1,NA,NA,"NC_010449.5",NA
"14148","LOC102165144",102165144,NA,"V_segment","chromosome","7",77088976,77089914,939,NA,-1,NA,NA,"NC_010449.5",NA
"14149","LOC110261603",110261603,NA,"pseudogene","chromosome","7",77097784,77099079,1296,NA,-1,NA,"pseudo","NC_010449.5",NA
"14150","LOC102165261",102165261,NA,"V_segment","chromosome","7",77109835,77112853,3019,NA,-1,NA,NA,"NC_010449.5",NA
"14151","LOC102165399",102165399,NA,"V_segment","chromosome","7",77131798,77132651,854,NA,-1,NA,NA,"NC_010449.5",NA
"14152","LOC100519848",100519848,NA,"V_segment","chromosome","7",77140100,77141244,1145,NA,-1,NA,NA,"NC_010449.5",NA
"14153","LOC106504483",106504483,NA,"protein_coding","chromosome","7",77144735,77147564,2830,NA,-1,NA,NA,"NC_010449.5",NA
"14154","LOC102165645",102165645,NA,"V_segment","chromosome","7",77152589,77153350,762,NA,-1,NA,NA,"NC_010449.5",NA
"14155","LOC110261604",110261604,NA,"pseudogene","chromosome","7",77157024,77157974,951,NA,-1,NA,"pseudo","NC_010449.5",NA
"14156","LOC110261598",110261598,NA,"V_segment","chromosome","7",77171721,77173312,1592,NA,-1,NA,NA,"NC_010449.5",NA
"14157","LOC110261605",110261605,NA,"lncRNA","chromosome","7",77172329,77187248,14920,NA,1,NA,NA,"NC_010449.5",NA
"14158","LOC102166509",102166509,NA,"V_segment","chromosome","7",77181537,77183083,1547,NA,-1,NA,NA,"NC_010449.5",NA
"14159","LOC102166986",102166986,NA,"V_segment","chromosome","7",77189765,77190866,1102,NA,-1,NA,NA,"NC_010449.5",NA
"14160","LOC102167140",102167140,NA,"V_segment","chromosome","7",77193583,77194640,1058,NA,-1,NA,NA,"NC_010449.5",NA
"14161","LOC100625492",100625492,NA,"V_segment","chromosome","7",77196246,77198628,2383,NA,-1,NA,NA,"NC_010449.5",NA
"14162","LOC100625105",100625105,NA,"V_segment","chromosome","7",77203787,77205961,2175,NA,-1,NA,NA,"NC_010449.5",NA
"14163","LOC102162875",102162875,NA,"V_segment","chromosome","7",77211605,77213630,2026,NA,-1,NA,NA,"NC_010449.5",NA
"14164","LOC102166750",102166750,NA,"pseudogene","chromosome","7",77216532,77217713,1182,NA,-1,NA,"pseudo","NC_010449.5",NA
"14165","LOC102166863",102166863,NA,"V_segment","chromosome","7",77219040,77221393,2354,NA,-1,NA,NA,"NC_010449.5",NA
"14166","LOC102167544",102167544,NA,"V_segment","chromosome","7",77233173,77236227,3055,NA,-1,NA,NA,"NC_010449.5",NA
"14167","LOC102166266",102166266,NA,"protein_coding","chromosome","7",77241423,77242625,1203,NA,-1,NA,NA,"NC_010449.5",NA
"14168","LOC102162077",102162077,NA,"V_segment","chromosome","7",77263212,77268098,4887,NA,-1,NA,NA,"NC_010449.5",NA
"14169","LOC102162433",102162433,NA,"V_segment","chromosome","7",77277102,77277753,652,NA,-1,NA,NA,"NC_010449.5",NA
"14170","LOC102168033",102168033,NA,"V_segment","chromosome","7",77284928,77289198,4271,NA,-1,NA,NA,"NC_010449.5",NA
"14171","LOC106504480",106504480,NA,"V_segment","chromosome","7",77290467,77291348,882,NA,-1,NA,NA,"NC_010449.5",NA
"14172","LOC102162553",102162553,NA,"V_segment","chromosome","7",77307856,77309929,2074,NA,-1,NA,NA,"NC_010449.5",NA
"14173","LOC102165774",102165774,NA,"protein_coding","chromosome","7",77310508,77314510,4003,NA,-1,NA,NA,"NC_010449.5",NA
"14174","LOC102163475",102163475,NA,"V_segment","chromosome","7",77318504,77320817,2314,NA,-1,NA,NA,"NC_010449.5",NA
"14175","LOC110255290",110255290,NA,"protein_coding","chromosome","7",77323959,77328491,4533,NA,-1,NA,NA,"NC_010449.5",NA
"14176","LOC100626606",100626606,NA,"protein_coding","chromosome","7",77330633,77333039,2407,NA,-1,NA,NA,"NC_010449.5",NA
"14177","LOC100620407",100620407,NA,"protein_coding","chromosome","7",77346961,77357368,10408,NA,-1,NA,NA,"NC_010449.5",NA
"14178","LOC102159777",102159777,NA,"V_segment","chromosome","7",77358987,77359749,763,NA,-1,NA,NA,"NC_010449.5",NA
"14179","LOC100626987",100626987,NA,"V_segment","chromosome","7",77366776,77367710,935,NA,-1,NA,NA,"NC_010449.5",NA
"14180","LOC110261597",110261597,NA,"V_segment","chromosome","7",77387201,77397745,10545,NA,-1,NA,NA,"NC_010449.5",NA
"14181","LOC102164233",102164233,NA,"V_segment","chromosome","7",77398938,77400379,1442,NA,-1,NA,NA,"NC_010449.5",NA
"14182","LOC102157761",102157761,NA,"V_segment","chromosome","7",77406753,77407483,731,NA,-1,NA,NA,"NC_010449.5",NA
"14183","LOC102164367",102164367,NA,"V_segment","chromosome","7",77413923,77415435,1513,NA,-1,NA,NA,"NC_010449.5",NA
"14184","LOC102157901",102157901,NA,"V_segment","chromosome","7",77419326,77420426,1101,NA,-1,NA,NA,"NC_010449.5",NA
"14185","LOC102158447",102158447,NA,"V_segment","chromosome","7",77435811,77436803,993,NA,-1,NA,NA,"NC_010449.5",NA
"14186","LOC102160153",102160153,NA,"V_segment","chromosome","7",77454475,77455231,757,NA,-1,NA,NA,"NC_010449.5",NA
"14187","LOC110261602",110261602,NA,"V_segment","chromosome","7",77482256,77484025,1770,NA,-1,NA,NA,"NC_010449.5",NA
"14188","LOC100525931",100525931,NA,"V_segment","chromosome","7",77486290,77488134,1845,NA,-1,NA,NA,"NC_010449.5",NA
"14189","LOC100526116",100526116,NA,"protein_coding","chromosome","7",77517445,77518401,957,NA,1,NA,NA,"NC_010449.5",NA
"14190","LOC100510915",100510915,NA,"protein_coding","chromosome","7",77528181,77529122,942,NA,-1,NA,NA,"NC_010449.5",NA
"14191","LOC100517834",100517834,NA,"protein_coding","chromosome","7",77547096,77548227,1132,NA,1,NA,NA,"NC_010449.5",NA
"14192","SALL2",100513098,NA,"protein_coding","chromosome","7",77552357,77653380,101024,NA,1,NA,NA,"NC_010449.5",NA
"14193","LOC100518023",100518023,NA,"pseudogene","chromosome","7",77566882,77572616,5735,NA,1,NA,"pseudo","NC_010449.5",NA
"14194","LOC100518203",100518203,NA,"protein_coding","chromosome","7",77575250,77576590,1341,NA,1,NA,NA,"NC_010449.5",NA
"14195","LOC100512910",100512910,NA,"protein_coding","chromosome","7",77592790,77594408,1619,NA,1,NA,NA,"NC_010449.5",NA
"14196","METTL3",100513294,NA,"protein_coding","chromosome","7",77661945,77679459,17515,NA,1,NA,NA,"NC_010449.5",NA
"14197","TOX4",100152681,NA,"protein_coding","chromosome","7",77679405,77698952,19548,NA,-1,NA,NA,"NC_010449.5",NA
"14198","RAB2B",100516623,NA,"protein_coding","chromosome","7",77698907,77717211,18305,NA,1,NA,NA,"NC_010449.5",NA
"14199","CHD8",100156733,NA,"protein_coding","chromosome","7",77719476,77780148,60673,NA,1,NA,NA,"NC_010449.5",NA
"14200","LOC106504487",106504487,NA,"protein_coding","chromosome","7",77776031,77781221,5191,NA,-1,NA,NA,"NC_010449.5",NA
"14201","SUPT16H",100155525,NA,"protein_coding","chromosome","7",77780968,77814519,33552,NA,1,NA,NA,"NC_010449.5",NA
"14202","RPGRIP1",100155563,NA,"protein_coding","chromosome","7",77813964,77903973,90010,NA,-1,NA,NA,"NC_010449.5",NA
"14203","HNRNPC",100626496,"heterogeneous nuclear ribonucleoprotein C (C1/C2)","protein_coding","chromosome","7",77921098,77978550,57453,NA,1,NA,NA,"NC_010449.5",NA
"14204","TMEM253",100623276,NA,"protein_coding","chromosome","7",77991665,78033146,41482,NA,-1,NA,NA,"NC_010449.5",NA
"14205","LOC110261607",110261607,NA,"protein_coding","chromosome","7",77992961,77998062,5102,NA,1,NA,NA,"NC_010449.5",NA
"14206","ZNF219",100623182,NA,"protein_coding","chromosome","7",78028560,78043491,14932,NA,1,NA,NA,"NC_010449.5",NA
"14207","ARHGEF40",100623088,NA,"protein_coding","chromosome","7",78043995,78067546,23552,NA,-1,NA,NA,"NC_010449.5",NA
"14208","LOC100626020",100626020,NA,"protein_coding","chromosome","7",78092656,78096093,3438,NA,-1,NA,NA,"NC_010449.5",NA
"14209","RNASE13",100625933,NA,"protein_coding","chromosome","7",78096249,78107768,11520,NA,1,NA,NA,"NC_010449.5",NA
"14210","TPPP2",100625848,NA,"protein_coding","chromosome","7",78106126,78108570,2445,NA,-1,NA,NA,"NC_010449.5",NA
"14211","NDRG2",780431,"NDRG family member 2","protein_coding","chromosome","7",78111736,78121216,9481,NA,1,NA,NA,"NC_010449.5",NA
"14212","SLC39A2",100625755,"solute carrier family 39 member 2","protein_coding","chromosome","7",78127628,78132900,5273,NA,-1,NA,NA,"NC_010449.5",NA
"14213","METTL17",100625593,"methyltransferase like 17","protein_coding","chromosome","7",78138237,78145322,7086,NA,-1,NA,NA,"NC_010449.5",NA
"14214","LOC110261608",110261608,NA,"lncRNA","chromosome","7",78145428,78162997,17570,NA,1,NA,NA,"NC_010449.5",NA
"14215","LOC102163838",102163838,NA,"protein_coding","chromosome","7",78179285,78180221,937,NA,-1,NA,NA,"NC_010449.5",NA
"14216","LOC110261716",110261716,NA,"protein_coding","chromosome","7",78188534,78191065,2532,NA,1,NA,NA,"NC_010449.5",NA
"14217","RNASE1",100312980,"ribonuclease A family member 1, pancreatic","protein_coding","chromosome","7",78199007,78214832,15826,NA,1,NA,NA,"NC_010449.5",NA
"14218","RNASE6",100312981,"ribonuclease A family member k6","protein_coding","chromosome","7",78220131,78221665,1535,NA,-1,NA,NA,"NC_010449.5",NA
"14219","EDDM3B",397204,"Epididymal secretory protein E3","protein_coding","chromosome","7",78233991,78236747,2757,NA,-1,NA,NA,"NC_010449.5",NA
"14220","RNASE4",396976,"ribonuclease A family member 4","protein_coding","chromosome","7",78244284,78244931,648,NA,-1,NA,"partial","NC_010449.5",NA
"14221","ANG",733639,"angiogenin","protein_coding","chromosome","7",78249479,78262846,13368,NA,-1,NA,NA,"NC_010449.5",NA
"14222","TRNAP-UGG",110261891,NA,"tRNA","chromosome","7",78263024,78263095,72,NA,-1,NA,NA,"NC_010449.5",NA
"14223","TRNAY-GUA",110261892,NA,"tRNA","chromosome","7",78263977,78264066,90,NA,-1,NA,NA,"NC_010449.5",NA
"14224","TRNAT-UGU",110261893,NA,"tRNA","chromosome","7",78265122,78265194,73,NA,-1,NA,NA,"NC_010449.5",NA
"14225","TRNAL-UAG",110261810,NA,"tRNA","chromosome","7",78279110,78279191,82,NA,1,NA,NA,"NC_010449.5",NA
"14226","TRNAL-AAG",110261811,NA,"tRNA","chromosome","7",78283659,78283740,82,NA,1,NA,NA,"NC_010449.5",NA
"14227","TRNAY-GUA",110261813,NA,"tRNA","chromosome","7",78287318,78287407,90,NA,1,NA,NA,"NC_010449.5",NA
"14228","TRNAY-GUA",110261814,NA,"tRNA","chromosome","7",78290178,78290267,90,NA,1,NA,NA,"NC_010449.5",NA
