"","gene","gene_id","description","class","seq_type","chromosome","start_position","stop_position","feature_length","product_length","strand","locus_tag","note","genomic_accession","product_accession"
"11671","TMEM144",100516327,NA,"protein_coding","chromosome","8",47133684,47202409,68726,NA,1,NA,NA,"NC_010450.4",NA
"11672","RXFP1",100623130,NA,"protein_coding","chromosome","8",47473465,47603332,129868,NA,1,NA,NA,"NC_010450.4",NA
"11673","C8H4orf46",100515617,NA,"protein_coding","chromosome","8",47604756,47608549,3794,NA,-1,NA,NA,"NC_010450.4",NA
"11674","ETFDH",100515785,NA,"protein_coding","chromosome","8",47608499,47655889,47391,NA,1,NA,NA,"NC_010450.4",NA
"11675","PPID",100515957,"peptidylprolyl isomerase D","protein_coding","chromosome","8",47656269,47702805,46537,NA,-1,NA,NA,"NC_010450.4",NA
"11676","FNIP2",106504653,NA,"protein_coding","chromosome","8",47702877,47838541,135665,NA,1,NA,NA,"NC_010450.4",NA
"11677","LOC110262100",110262100,NA,"protein_coding","chromosome","8",48021571,48169014,147444,NA,1,NA,NA,"NC_010450.4",NA
"11678","RAPGEF2",100517409,NA,"protein_coding","chromosome","8",48183518,48277476,93959,NA,1,NA,NA,"NC_010450.4",NA
"11679","FSTL5",100738432,NA,"protein_coding","chromosome","8",50264272,51052933,788662,NA,-1,NA,NA,"NC_010450.4",NA
"11680","LOC106504658",106504658,NA,"protein_coding","chromosome","8",51534820,51576623,41804,NA,1,NA,NA,"NC_010450.4",NA
"11681","NAF1",100518673,NA,"protein_coding","chromosome","8",51972288,52012818,40531,NA,-1,NA,NA,"NC_010450.4",NA
"11682","LOC110262101",110262101,NA,"lncRNA","chromosome","8",52094955,52117479,22525,NA,1,NA,NA,"NC_010450.4",NA
"11683","NPY1R",397547,"neuropeptide Y receptor Y1","protein_coding","chromosome","8",52152649,52163080,10432,NA,-1,NA,NA,"NC_010450.4",NA
"11684","NPY5R",100517770,NA,"protein_coding","chromosome","8",52173906,52183336,9431,NA,1,NA,NA,"NC_010450.4",NA
"11685","LOC110261974",110261974,NA,"lncRNA","chromosome","8",52325782,52343140,17359,NA,-1,NA,NA,"NC_010450.4",NA
"11686","TKTL2",100624724,NA,"protein_coding","chromosome","8",52325782,52328286,2505,NA,-1,NA,NA,"NC_010450.4",NA
"11687","TMA16",100517956,NA,"protein_coding","chromosome","8",52343207,52371367,28161,NA,1,NA,NA,"NC_010450.4",NA
"11688","MARCH1",100738764,NA,"protein_coding","chromosome","8",52375510,52951031,575522,NA,-1,NA,NA,"NC_010450.4",NA
"11689","LOC110261948",110261948,NA,"protein_coding","chromosome","8",53337449,53340665,3217,NA,1,NA,NA,"NC_010450.4",NA
"11690","LOC100519499",100519499,NA,"lncRNA","chromosome","8",53576927,53637383,60457,NA,1,NA,NA,"NC_010450.4",NA
"11691","LOC106504662",106504662,NA,"lncRNA","chromosome","8",53623099,53628441,5343,NA,-1,NA,NA,"NC_010450.4",NA
"11692","LOC102159863",102159863,NA,"lncRNA","chromosome","8",53691001,53739084,48084,NA,-1,NA,NA,"NC_010450.4",NA
"11693","APELA",102159782,NA,"protein_coding","chromosome","8",53703735,53736989,33255,NA,1,NA,NA,"NC_010450.4",NA
"11694","LOC100519853",100519853,NA,"protein_coding","chromosome","8",53738850,53777368,38519,NA,1,NA,NA,"NC_010450.4",NA
"11695","LOC110262102",110262102,NA,"lncRNA","chromosome","8",53780853,53813721,32869,NA,1,NA,NA,"NC_010450.4",NA
"11696","TMEM165",100523623,NA,"protein_coding","chromosome","8",54751570,54796352,44783,NA,1,NA,NA,"NC_010450.4",NA
"11697","CLOCK",100628097,NA,"protein_coding","chromosome","8",54793323,54910192,116870,NA,-1,NA,NA,"NC_010450.4",NA
"11698","PDCL2",100523453,NA,"protein_coding","chromosome","8",54916145,54950048,33904,NA,-1,NA,NA,"NC_010450.4",NA
"11699","LOC102166140",102166140,NA,"lncRNA","chromosome","8",54950106,54963084,12979,NA,1,NA,NA,"NC_010450.4",NA
"11700","NMU",100523263,NA,"protein_coding","chromosome","8",54952333,54978577,26245,NA,-1,NA,NA,"NC_010450.4",NA
"11701","LOC102165777",102165777,NA,"lncRNA","chromosome","8",55057653,55113615,55963,NA,-1,NA,NA,"NC_010450.4",NA
"11702","LOC106504669",106504669,NA,"protein_coding","chromosome","8",55139783,55156700,16918,NA,1,NA,NA,"NC_010450.4",NA
"11703","EXOC1",100620316,NA,"protein_coding","chromosome","8",55189366,55246256,56891,NA,1,NA,NA,"NC_010450.4",NA
"11704","CEP135",100627819,NA,"protein_coding","chromosome","8",55250902,55323396,72495,NA,1,NA,NA,"NC_010450.4",NA
"11705","KIAA1211",100522154,NA,"protein_coding","chromosome","8",55336363,55600931,264569,NA,1,NA,NA,"NC_010450.4",NA
"11706","LOC110262105",110262105,NA,"lncRNA","chromosome","8",55528815,55537747,8933,NA,-1,NA,NA,"NC_010450.4",NA
"11707","LOC110262106",110262106,NA,"lncRNA","chromosome","8",55599025,55603661,4637,NA,-1,NA,NA,"NC_010450.4",NA
"11708","AASDH",100627475,NA,"protein_coding","chromosome","8",55604394,55645536,41143,NA,-1,NA,NA,"NC_010450.4",NA
"11709","PPAT",100522503,NA,"protein_coding","chromosome","8",55652194,55701077,48884,NA,-1,NA,NA,"NC_010450.4",NA
"11710","PAICS",100521281,NA,"protein_coding","chromosome","8",55700700,55722982,22283,NA,1,NA,NA,"NC_010450.4",NA
"11711","SRP72",100520920,NA,"protein_coding","chromosome","8",55729202,55762298,33097,NA,1,NA,NA,"NC_010450.4",NA
"11712","ARL9",100521807,NA,"protein_coding","chromosome","8",55762902,55776649,13748,NA,1,NA,NA,"NC_010450.4",NA
"11713","THEGL",100521633,NA,"protein_coding","chromosome","8",55787215,55830380,43166,NA,1,NA,NA,"NC_010450.4",NA
"11714","HOPX",396692,"HOP homeobox","protein_coding","chromosome","8",55862191,55901628,39438,NA,-1,NA,NA,"NC_010450.4",NA
"11715","SPINK2",100520393,NA,"protein_coding","chromosome","8",55982377,55989592,7216,NA,-1,NA,NA,"NC_010450.4",NA
"11716","LOC110261959",110261959,NA,"protein_coding","chromosome","8",55995778,56035492,39715,NA,1,NA,NA,"NC_010450.4",NA
"11717","REST",100520754,NA,"protein_coding","chromosome","8",56035182,56061140,25959,NA,1,NA,NA,"NC_010450.4",NA
"11718","LOC100621006",100621006,NA,"protein_coding","chromosome","8",56048280,56215011,166732,NA,1,NA,NA,"NC_010450.4",NA
"11719","LOC100626988",100626988,NA,"protein_coding","chromosome","8",56078893,56083882,4990,NA,-1,NA,"partial","NC_010450.4",NA
"11720","LOC102161749",102161749,NA,"lncRNA","chromosome","8",56140904,56149530,8627,NA,-1,NA,NA,"NC_010450.4",NA
"11721","LOC110262108",110262108,NA,"lncRNA","chromosome","8",56165012,56194200,29189,NA,-1,NA,NA,"NC_010450.4",NA
"11722","LOC100621115",100621115,NA,"protein_coding","chromosome","8",56221642,56232182,10541,NA,-1,NA,NA,"NC_010450.4",NA
"11723","POLR2B",397001,NA,"protein_coding","chromosome","8",56232730,56283367,50638,NA,1,NA,NA,"NC_010450.4",NA
"11724","IGFBP7",100302573,"insulin like growth factor binding protein 7","protein_coding","chromosome","8",56283089,56357822,74734,NA,-1,NA,NA,"NC_010450.4",NA
"11725","LOC110262010",110262010,NA,"lncRNA","chromosome","8",57765165,57795858,30694,NA,-1,NA,NA,"NC_010450.4",NA
"11726","LOC110262109",110262109,NA,"lncRNA","chromosome","8",58262987,58354345,91359,NA,1,NA,NA,"NC_010450.4",NA
"11727","LOC110261960",110261960,NA,"protein_coding","chromosome","8",58928669,59021471,92803,NA,-1,NA,NA,"NC_010450.4",NA
"11728","LOC110262110",110262110,NA,"lncRNA","chromosome","8",59459450,59863017,403568,NA,-1,NA,NA,"NC_010450.4",NA
"11729","ADGRL3",100624115,NA,"protein_coding","chromosome","8",59988280,60800177,811898,NA,1,NA,NA,"NC_010450.4",NA
"11730","EPHA5",100511463,NA,"protein_coding","chromosome","8",63285006,63604734,319729,NA,-1,NA,NA,"NC_010450.4",NA
"11731","LOC106504681",106504681,NA,"lncRNA","chromosome","8",63681053,63694819,13767,NA,1,NA,NA,"NC_010450.4",NA
"11732","LOC102160681",102160681,NA,"lncRNA","chromosome","8",63711684,63737465,25782,NA,1,NA,NA,"NC_010450.4",NA
"11733","CENPC",100737668,NA,"protein_coding","chromosome","8",65237825,65315788,77964,NA,-1,NA,NA,"NC_010450.4",NA
"11734","STAP1",100525760,NA,"protein_coding","chromosome","8",65318861,65372838,53978,NA,1,NA,NA,"NC_010450.4",NA
"11735","UBA6",100512547,NA,"protein_coding","chromosome","8",65381058,65470829,89772,NA,-1,NA,NA,"NC_010450.4",NA
"11736","GNRHR",397515,"gonadotropin releasing hormone receptor","protein_coding","chromosome","8",65470206,65488900,18695,NA,-1,NA,NA,"NC_010450.4",NA
"11737","LOC100512727",100512727,NA,"protein_coding","chromosome","8",65492889,65551560,58672,NA,-1,NA,NA,"NC_010450.4",NA
"11738","LOC100512911",100512911,NA,"protein_coding","chromosome","8",65570433,65623785,53353,NA,-1,NA,NA,"NC_010450.4",NA
"11739","LOC100525933",100525933,NA,"protein_coding","chromosome","8",65635551,65684004,48454,NA,-1,NA,NA,"NC_010450.4",NA
"11740","LOC100513296",100513296,NA,"protein_coding","chromosome","8",65736773,65824629,87857,NA,-1,NA,NA,"NC_010450.4",NA
"11741","LOC100623255",100623255,NA,"protein_coding","chromosome","8",65915718,65936113,20396,NA,-1,NA,NA,"NC_010450.4",NA
"11742","LOC100623351",100623351,NA,"protein_coding","chromosome","8",65969353,66014509,45157,NA,-1,NA,NA,"NC_010450.4",NA
"11743","YTHDC1",110262114,NA,"protein_coding","chromosome","8",66086528,66122717,36190,NA,1,NA,NA,"NC_010450.4",NA
"11744","LOC106508499",106508499,NA,"lncRNA","chromosome","8",66127680,66204090,76411,NA,1,NA,NA,"NC_010450.4",NA
"11745","LOC110262115",110262115,NA,"protein_coding","chromosome","8",66150773,66236179,85407,NA,-1,NA,NA,"NC_010450.4",NA
"11746","LOC100623504",100623504,NA,"protein_coding","chromosome","8",66191042,66205622,14581,NA,-1,NA,NA,"NC_010450.4",NA
"11747","LOC100515741",100515741,NA,"protein_coding","chromosome","8",66251785,66297861,46077,NA,-1,NA,NA,"NC_010450.4",NA
"11748","LOC102163645",102163645,NA,"lncRNA","chromosome","8",66297887,66330790,32904,NA,1,NA,NA,"NC_010450.4",NA
"11749","UGT2B31",100514063,"UDP-glucuronosyltransferase 2B31","protein_coding","chromosome","8",66310697,66323755,13059,NA,-1,NA,NA,"NC_010450.4",NA
"11750","LOC100516628",100516628,NA,"protein_coding","chromosome","8",66377171,66395323,18153,NA,-1,NA,NA,"NC_010450.4",NA
"11751","LOC100515394",100515394,NA,"protein_coding","chromosome","8",66407691,66430844,23154,NA,-1,NA,NA,"NC_010450.4",NA
"11752","LOC100515222",100515222,NA,"protein_coding","chromosome","8",66465430,66504189,38760,NA,-1,NA,NA,"NC_010450.4",NA
"11753","LOC110262116",110262116,NA,"protein_coding","chromosome","8",66533285,66559833,26549,NA,-1,NA,NA,"NC_010450.4",NA
"11754","LOC100624891",100624891,NA,"protein_coding","chromosome","8",66571838,66599191,27354,NA,-1,NA,NA,"NC_010450.4",NA
"11755","LOC100624700",100624700,NA,"protein_coding","chromosome","8",66602127,66640637,38511,NA,-1,NA,NA,"NC_010450.4",NA
"11756","LOC100624788",100624788,NA,"protein_coding","chromosome","8",66646241,66689685,43445,NA,-1,NA,NA,"NC_010450.4",NA
"11757","LOC110262118",110262118,NA,"lncRNA","chromosome","8",66691949,66720362,28414,NA,1,NA,NA,"NC_010450.4",NA
"11758","LOC100624541",100624541,NA,"protein_coding","chromosome","8",66727047,66748761,21715,NA,-1,NA,NA,"NC_010450.4",NA
"11759","LOC110262013",110262013,NA,"protein_coding","chromosome","8",66762885,66789582,26698,NA,-1,NA,NA,"NC_010450.4",NA
"11760","SULT1E1",397052,"sulfotransferase family 1E, estrogen-preferring, member 1","protein_coding","chromosome","8",66811536,66838181,26646,NA,-1,NA,NA,"NC_010450.4",NA
"11761","LOC110262014",110262014,NA,"protein_coding","chromosome","8",66868427,66874496,6070,NA,1,NA,NA,"NC_010450.4",NA
"11762","CSN1S1",445514,"casein alpha s1","protein_coding","chromosome","8",66888231,66908306,20076,NA,1,NA,NA,"NC_010450.4",NA
"11763","STATH",100499199,"statherin","protein_coding","chromosome","8",66944851,66953345,8495,NA,1,NA,NA,"NC_010450.4",NA
"11764","CSN1S2",445515,"alpha(s2)-casein","protein_coding","chromosome","8",66971081,67012343,41263,NA,1,NA,NA,"NC_010450.4",NA
"11765","AMBN",397102,"ameloblastin","protein_coding","chromosome","8",67381137,67394394,13258,NA,1,NA,NA,"NC_010450.4",NA
"11766","ENAM",397473,"enamelin","protein_coding","chromosome","8",67416482,67431196,14715,NA,1,NA,NA,"NC_010450.4",NA
"11767","JCHAIN",100625252,NA,"protein_coding","chromosome","8",67439405,67448628,9224,NA,-1,NA,NA,"NC_010450.4",NA
"11768","UTP3",100217385,"UTP3, small subunit processome component homolog (S. cerevisiae)","protein_coding","chromosome","8",67475971,67477587,1617,NA,1,NA,NA,"NC_010450.4",NA
"11769","RUFY3",100517663,NA,"protein_coding","chromosome","8",67494552,67582144,87593,NA,1,NA,NA,"NC_010450.4",NA
"11770","GRSF1",100516986,NA,"protein_coding","chromosome","8",67586935,67607422,20488,NA,-1,NA,NA,"NC_010450.4",NA
"11771","MOB1B",100517174,NA,"protein_coding","chromosome","8",67647862,67702235,54374,NA,1,NA,NA,"NC_010450.4",NA
"11772","DCK",100517354,NA,"protein_coding","chromosome","8",67706661,67736743,30083,NA,1,NA,NA,"NC_010450.4",NA
"11773","SLC4A4",503546,"solute carrier family 4, sodium bicarbonate cotransporter, member 4","protein_coding","chromosome","8",67768955,68177213,408259,NA,1,NA,NA,"NC_010450.4",NA
"11774","LOC110261977",110261977,NA,"lncRNA","chromosome","8",67832162,67832764,603,NA,-1,NA,NA,"NC_010450.4",NA
"11775","LOC106507787",106507787,NA,"lncRNA","chromosome","8",68234977,68260859,25883,NA,1,NA,NA,"NC_010450.4",NA
"11776","GC",448964,NA,"protein_coding","chromosome","8",68326293,68360262,33970,NA,-1,NA,NA,"NC_010450.4",NA
"11777","LOC106507788",106507788,NA,"lncRNA","chromosome","8",68476486,68535141,58656,NA,1,NA,NA,"NC_010450.4",NA
"11778","NPFFR2",100524634,NA,"protein_coding","chromosome","8",68572164,68643394,71231,NA,1,NA,NA,"NC_010450.4",NA
"11779","LOC110262123",110262123,NA,"lncRNA","chromosome","8",68634781,68667494,32714,NA,-1,NA,NA,"NC_010450.4",NA
"11780","ADAMTS3",100524818,NA,"protein_coding","chromosome","8",68675067,68948537,273471,NA,-1,NA,NA,"NC_010450.4",NA
"11781","LOC100520317",100520317,NA,"protein_coding","chromosome","8",69274420,69354969,80550,NA,-1,NA,NA,"NC_010450.4",NA
"11782","ANKRD17",100520501,"ankyrin repeat domain 17","protein_coding","chromosome","8",69360641,69531418,170778,NA,-1,NA,NA,"NC_010450.4",NA
"11783","LOC110261978",110261978,NA,"lncRNA","chromosome","8",69531535,69584896,53362,NA,1,NA,NA,"NC_010450.4",NA
"11784","ALB",396960,"albumin","protein_coding","chromosome","8",69643427,69663152,19726,NA,1,NA,NA,"NC_010450.4",NA
"11785","AFP",397586,"alpha fetoprotein","protein_coding","chromosome","8",69677690,69698864,21175,NA,1,NA,NA,"NC_010450.4",NA
"11786","AFM",100628071,NA,"protein_coding","chromosome","8",69706823,69728269,21447,NA,1,NA,NA,"NC_010450.4",NA
"11787","LOC102166306",102166306,NA,"protein_coding","chromosome","8",69732167,69773788,41622,NA,1,NA,NA,"NC_010450.4",NA
"11788","RASSF6",100525351,NA,"protein_coding","chromosome","8",69773526,69832158,58633,NA,-1,NA,NA,"NC_010450.4",NA
"11789","LOC106504691",106504691,NA,"lncRNA","chromosome","8",69923754,69932125,8372,NA,-1,NA,NA,"NC_010450.4",NA
"11790","CXCL8",396880,"C-X-C motif chemokine ligand 8","protein_coding","chromosome","8",69932646,69935861,3216,NA,1,NA,NA,"NC_010450.4",NA
"11791","AMCF-II",396900,"alveolar macrophage-derived chemotactic factor-II","protein_coding","chromosome","8",70008225,70010360,2136,NA,1,NA,NA,"NC_010450.4",NA
"11792","PPBP",396870,"pro-platelet basic protein","protein_coding","chromosome","8",70021468,70022490,1023,NA,1,NA,NA,"NC_010450.4",NA
"11793","LOC100520680",100520680,NA,"protein_coding","chromosome","8",70027472,70029305,1834,NA,1,NA,NA,"NC_010450.4",NA
"11794","LOC100525396",100525396,NA,"protein_coding","chromosome","8",70054796,70057033,2238,NA,1,NA,NA,"NC_010450.4",NA
"11795","CXCL2",414904,"chemokine (C-X-C motif) ligand 2","protein_coding","chromosome","8",70157253,70159145,1893,NA,1,NA,NA,"NC_010450.4",NA
"11796","MTHFD2L",100525706,NA,"protein_coding","chromosome","8",70179701,70288356,108656,NA,1,NA,NA,"NC_010450.4",NA
"11797","EPGN",102161388,NA,"protein_coding","chromosome","8",70266867,70301250,34384,NA,1,NA,NA,"NC_010450.4",NA
"11798","LOC106504692",106504692,NA,"lncRNA","chromosome","8",70309427,70351197,41771,NA,-1,NA,NA,"NC_010450.4",NA
"11799","EREG",100620969,NA,"protein_coding","chromosome","8",70351316,70372530,21215,NA,1,NA,NA,"NC_010450.4",NA
"11800","AREG",397668,"amphiregulin","protein_coding","chromosome","8",70417935,70428106,10172,NA,1,NA,NA,"NC_010450.4",NA
"11801","BTC",100505411,NA,"protein_coding","chromosome","8",70645721,70697538,51818,NA,-1,NA,NA,"NC_010450.4",NA
"11802","PARM1",100511208,"prostate androgen-regulated mucin-like protein 1","protein_coding","chromosome","8",70788134,70892642,104509,NA,1,NA,NA,"NC_010450.4",NA
"11803","LOC102158261",102158261,NA,"lncRNA","chromosome","8",70885315,70891375,6061,NA,-1,NA,NA,"NC_010450.4",NA
"11804","LOC106504698",106504698,NA,"lncRNA","chromosome","8",70900226,70904516,4291,NA,1,NA,NA,"NC_010450.4",NA
"11805","RCHY1",100038006,"ring finger and CHY zinc finger domain containing 1","protein_coding","chromosome","8",71155388,71182020,26633,NA,-1,NA,NA,"NC_010450.4",NA
"11806","THAP6",100737143,NA,"protein_coding","chromosome","8",71181952,71200844,18893,NA,1,NA,NA,"NC_010450.4",NA
"11807","C8H4orf26",100737222,NA,"protein_coding","chromosome","8",71215091,71225787,10697,NA,1,NA,NA,"NC_010450.4",NA
"11808","LOC110262126",110262126,NA,"lncRNA","chromosome","8",71216146,71227273,11128,NA,-1,NA,NA,"NC_010450.4",NA
"11809","CDKL2",100737771,NA,"protein_coding","chromosome","8",71231148,71260902,29755,NA,-1,NA,NA,"NC_010450.4",NA
"11810","G3BP2",100621975,NA,"protein_coding","chromosome","8",71273125,71363474,90350,NA,-1,NA,NA,"NC_010450.4",NA
"11811","USO1",100511575,NA,"protein_coding","chromosome","8",71363627,71451258,87632,NA,1,NA,NA,"NC_010450.4",NA
"11812","LOC100511764",100511764,NA,"protein_coding","chromosome","8",71468369,71481806,13438,NA,-1,NA,NA,"NC_010450.4",NA
"11813","LOC106504695",106504695,NA,"lncRNA","chromosome","8",71501689,71528715,27027,NA,1,NA,NA,"NC_010450.4",NA
"11814","PPEF2",100511942,NA,"protein_coding","chromosome","8",71519873,71555977,36105,NA,-1,NA,NA,"NC_010450.4",NA
"11815","NAAA",100521735,NA,"protein_coding","chromosome","8",71573783,71603256,29474,NA,-1,NA,NA,"NC_010450.4",NA
"11816","SDAD1",100521909,NA,"protein_coding","chromosome","8",71612591,71646852,34262,NA,-1,NA,NA,"NC_010450.4",NA
"11817","CXCL9",100135681,"C-X-C motif chemokine ligand 9","protein_coding","chromosome","8",71665541,71670236,4696,NA,-1,NA,NA,"NC_010450.4",NA
"11818","CXCL10",494019,"C-X-C motif chemokine ligand 10","protein_coding","chromosome","8",71693641,71695948,2308,NA,-1,NA,NA,"NC_010450.4",NA
"11819","CXCL11",100169744,"C-X-C motif chemokine ligand 11","protein_coding","chromosome","8",71713790,71725669,11880,NA,-1,NA,NA,"NC_010450.4",NA
"11820","NUP54",100512118,NA,"protein_coding","chromosome","8",71792153,71833180,41028,NA,-1,NA,NA,"NC_010450.4",NA
"11821","SCARB2",414407,"scavenger receptor class B member 2","protein_coding","chromosome","8",71838395,71910461,72067,NA,-1,NA,NA,"NC_010450.4",NA
"11822","FAM47E",100512296,NA,"protein_coding","chromosome","8",71940297,71965843,25547,NA,1,NA,NA,"NC_010450.4",NA
"11823","STBD1",100522745,NA,"protein_coding","chromosome","8",71982987,71987880,4894,NA,1,NA,NA,"NC_010450.4",NA
"11824","CCDC158",100522937,NA,"protein_coding","chromosome","8",71990113,72088966,98854,NA,-1,NA,NA,"NC_010450.4",NA
"11825","SHROOM3",100512481,NA,"protein_coding","chromosome","8",72097561,72443869,346309,NA,1,NA,NA,"NC_010450.4",NA
"11826","LOC110262128",110262128,NA,"lncRNA","chromosome","8",72354422,72357484,3063,NA,1,NA,NA,"NC_010450.4",NA
"11827","LOC110262130",110262130,NA,"lncRNA","chromosome","8",72468406,72470444,2039,NA,1,NA,NA,"NC_010450.4",NA
"11828","SOWAHB",100523320,NA,"protein_coding","chromosome","8",72538804,72543316,4513,NA,-1,NA,NA,"NC_010450.4",NA
"11829","SEPT11",100523501,NA,"protein_coding","chromosome","8",72543641,72679173,135533,NA,1,NA,NA,"NC_010450.4",NA
"11830","CCNI",100523679,NA,"protein_coding","chromosome","8",72686095,72719307,33213,NA,-1,NA,NA,"NC_010450.4",NA
"11831","LOC106504701",106504701,NA,"lncRNA","chromosome","8",72785478,72788273,2796,NA,1,NA,NA,"NC_010450.4",NA
"11832","CCNG2",100523979,NA,"protein_coding","chromosome","8",72790394,72800553,10160,NA,1,NA,NA,"NC_010450.4",NA
"11833","CXCL13",100524265,NA,"protein_coding","chromosome","8",73071261,73077342,6082,NA,1,NA,NA,"NC_010450.4",NA
"11834","LOC110262133",110262133,NA,"lncRNA","chromosome","8",73124751,73129016,4266,NA,-1,NA,NA,"NC_010450.4",NA
"11835","CNOT6L",100512848,NA,"protein_coding","chromosome","8",73191721,73335779,144059,NA,-1,NA,NA,"NC_010450.4",NA
"11836","MRPL1",100513028,NA,"protein_coding","chromosome","8",73305444,73423524,118081,NA,1,NA,NA,"NC_010450.4",NA
"11837","FRAS1",100514970,NA,"protein_coding","chromosome","8",73502368,73959454,457087,NA,1,NA,NA,"NC_010450.4",NA
"11838","ANXA3",102166512,NA,"protein_coding","chromosome","8",73970314,73993039,22726,NA,1,NA,NA,"NC_010450.4",NA
"11839","LOC102167454",102167454,NA,"protein_coding","chromosome","8",73996898,74007748,10851,NA,1,NA,NA,"NC_010450.4",NA
"11840","LOC110262134",110262134,NA,"lncRNA","chromosome","8",74012514,74017607,5094,NA,1,NA,NA,"NC_010450.4",NA
"11841","NPY2R",397291,"neuropeptide Y receptor Y2","protein_coding","chromosome","8",74039959,74048398,8440,NA,-1,NA,NA,"NC_010450.4",NA
"11842","RBM46",100513804,NA,"protein_coding","chromosome","8",74337324,74383044,45721,NA,-1,NA,NA,"NC_010450.4",NA
"11843","LRAT",100513994,"lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)","protein_coding","chromosome","8",74412226,74428713,16488,NA,-1,NA,NA,"NC_010450.4",NA
"11844","FGG",403164,"fibrinogen gamma chain","protein_coding","chromosome","8",74553040,74562151,9112,NA,1,NA,NA,"NC_010450.4",NA
"11845","FGA",100626178,NA,"protein_coding","chromosome","8",74574870,74584202,9333,NA,1,NA,NA,"NC_010450.4",NA
"11846","FGB",100514354,"fibrinogen beta chain","protein_coding","chromosome","8",74598170,74607409,9240,NA,-1,NA,NA,"NC_010450.4",NA
"11847","PLRG1",100514171,"pleiotropic regulator 1","protein_coding","chromosome","8",74614925,74631072,16148,NA,1,NA,NA,"NC_010450.4",NA
"11848","DCHS2",100626442,NA,"protein_coding","chromosome","8",74664505,74936954,272450,NA,1,NA,NA,"NC_010450.4",NA
"11849","LOC110262135",110262135,NA,"lncRNA","chromosome","8",75182681,75334701,152021,NA,-1,NA,NA,"NC_010450.4",NA
"11850","SFRP2",100516027,"secreted frizzled related protein 2","protein_coding","chromosome","8",75337311,75345926,8616,NA,1,NA,NA,"NC_010450.4",NA
"11851","TLR2",396623,"toll like receptor 2","protein_coding","chromosome","8",75416257,75428370,12114,NA,-1,NA,NA,"NC_010450.4",NA
"11852","TMEM131L",100516920,NA,"protein_coding","chromosome","8",75466134,75644869,178736,NA,-1,NA,NA,"NC_010450.4",NA
"11853","LOC102159783",102159783,NA,"protein_coding","chromosome","8",75644007,75655403,11397,NA,1,NA,NA,"NC_010450.4",NA
"11854","MND1",100517105,NA,"protein_coding","chromosome","8",75680604,75755811,75208,NA,-1,NA,NA,"NC_010450.4",NA
"11855","TRIM2",100627416,NA,"protein_coding","chromosome","8",75770344,75939812,169469,NA,-1,NA,NA,"NC_010450.4",NA
"11856","FHDC1",100627497,NA,"protein_coding","chromosome","8",76103631,76148690,45060,NA,-1,NA,NA,"NC_010450.4",NA
"11857","ARFIP1",100518024,"ADP ribosylation factor interacting protein 1","protein_coding","chromosome","8",76168731,76270554,101824,NA,-1,NA,NA,"NC_010450.4",NA
"11858","TIGD4",397327,"tigger transposable element-derived protein 4","protein_coding","chromosome","8",76279397,76281491,2095,NA,1,NA,"partial","NC_010450.4",NA
"11859","TMEM154",100627594,NA,"protein_coding","chromosome","8",76355050,76397328,42279,NA,1,NA,NA,"NC_010450.4",NA
"11860","LOC110262137",110262137,NA,"protein_coding","chromosome","8",76380193,76481879,101687,NA,-1,NA,NA,"NC_010450.4",NA
"11861","FBXW7",100620112,NA,"protein_coding","chromosome","8",76482027,76699354,217328,NA,1,NA,NA,"NC_010450.4",NA
"11862","LOC102160851",102160851,NA,"lncRNA","chromosome","8",76813400,76828620,15221,NA,1,NA,NA,"NC_010450.4",NA
"11863","LOC110262141",110262141,NA,"lncRNA","chromosome","8",77169252,77211470,42219,NA,1,NA,NA,"NC_010450.4",NA
"11864","GATB",100518383,NA,"protein_coding","chromosome","8",77222457,77323720,101264,NA,1,NA,NA,"NC_010450.4",NA
"11865","FAM160A1",100627876,NA,"protein_coding","chromosome","8",77328626,77628111,299486,NA,-1,NA,NA,"NC_010450.4",NA
"11866","LOC102161916",102161916,NA,"lncRNA","chromosome","8",77684720,77690559,5840,NA,-1,NA,NA,"NC_010450.4",NA
"11867","SH3D19",100518918,NA,"protein_coding","chromosome","8",77689393,77876412,187020,NA,1,NA,NA,"NC_010450.4",NA
"11868","PRSS48",102163040,NA,"protein_coding","chromosome","8",77734395,77736400,2006,NA,-1,NA,NA,"NC_010450.4",NA
"11869","RPS3A",414390,"ribosomal protein S3A","protein_coding","chromosome","8",77889616,77893740,4125,NA,-1,NA,"partial","NC_010450.4",NA
"11870","LOC102163359",102163359,NA,"lncRNA","chromosome","8",77897628,77906183,8556,NA,1,NA,NA,"NC_010450.4",NA
"11871","LOC102163742",102163742,NA,"protein_coding","chromosome","8",77969154,77970478,1325,NA,-1,NA,NA,"NC_010450.4",NA
"11872","LRBA",100519671,NA,"protein_coding","chromosome","8",77970087,78680307,710221,NA,1,NA,NA,"NC_010450.4",NA
"11873","MAB21L2",100519500,NA,"protein_coding","chromosome","8",78385176,78388008,2833,NA,-1,NA,NA,"NC_010450.4",NA
"11874","DCLK2",100520394,NA,"protein_coding","chromosome","8",78680241,78854909,174669,NA,-1,NA,NA,"NC_010450.4",NA
"11875","LOC102165147",102165147,NA,"protein_coding","chromosome","8",78854780,78855658,879,NA,1,NA,NA,"NC_010450.4",NA
