"","contig","length"
"35828","TC1_40:bin_000057@contig_00050525",4857
"35829","TC1_40:bin_000057@contig_00050908",20505
"35830","TC1_40:bin_000057@contig_00051281",12409
"35831","TC1_40:bin_000057@contig_00052613",8913
"35832","TC1_40:bin_000057@contig_00052648",35039
"35833","TC1_40:bin_000057@contig_00053220",6585
"35834","TC1_40:bin_000057@contig_00053750",10951
"35835","TC1_40:bin_000057@contig_00054079",18202
"35836","TC1_40:bin_000057@contig_00054155",6183
"35837","TC1_40:bin_000057@contig_00054282",11800
"35838","TC1_40:bin_000057@contig_00054494",32199
"35839","TC1_40:bin_000057@contig_00054506",3369
"35840","TC1_40:bin_000057@contig_00055858",35688
"35841","TC1_40:bin_000057@contig_00056355",2923
"35842","TC1_40:bin_000057@contig_00056841",7907
"35843","TC1_40:bin_000057@contig_00057031",47627
"35844","TC1_40:bin_000057@contig_00057721",5673
"35845","TC1_40:bin_000057@contig_00058223",12519
"35846","TC1_40:bin_000057@contig_00058259",8383
"35847","TC1_40:bin_000057@contig_00059198",13152
"35848","TC1_40:bin_000057@contig_00059228",2047
"35849","TC1_40:bin_000057@contig_00059232",5299
"35850","TC1_40:bin_000057@contig_00060080",4885
"35851","TC1_40:bin_000057@contig_00060450",5577
"35852","TC1_40:bin_000057@contig_00061192",3526
"35853","TC1_40:bin_000057@contig_00061307",9341
"35854","TC1_40:bin_000057@contig_00061384",14652
"35855","TC1_40:bin_000057@contig_00061985",17714
"35856","TC1_40:bin_000057@contig_00062510",24905
"35857","TC1_40:bin_000057@contig_00062976",17543
"35858","TC1_40:bin_000057@contig_00063098",1903
"35859","TC1_40:bin_000057@contig_00063350",2314
"35860","TC1_40:bin_000057@contig_00063405",8137
"35861","TC1_40:bin_000057@contig_00064292",21549
"35862","TC1_40:bin_000057@contig_00064663",15465
"35863","TC1_40:bin_000057@contig_00064683",20274
"35864","TC1_40:bin_000057@contig_00064798",5874
"35865","TC1_40:bin_000057@contig_00064954",38058
"35866","TC1_40:bin_000057@contig_00065499",23522
"35867","TC1_40:bin_000057@contig_00065509",15196
"35868","TC1_40:bin_000057@contig_00066010",27191
"35869","TC1_40:bin_000057@contig_00067305",7479
"35870","TC1_40:bin_000057@contig_00067546",8601
"35871","TC1_40:bin_000057@contig_00068554",28205
"35872","TC1_40:bin_000057@contig_00070121",21994
"35873","TC1_40:bin_000057@contig_00070412",19751
"35874","TC1_40:bin_000057@contig_00071329",15464
"35875","TC1_40:bin_000057@contig_00071925",9306
"35876","TC1_40:bin_000057@contig_00072035",5226
"35877","TC1_40:bin_000057@contig_00072229",9306
"35878","TC1_40:bin_000058@contig_00000078",13739
"35879","TC1_40:bin_000058@contig_00000504",6570
"35880","TC1_40:bin_000058@contig_00000643",26087
"35881","TC1_40:bin_000058@contig_00001071",12958
"35882","TC1_40:bin_000058@contig_00001515",8709
"35883","TC1_40:bin_000058@contig_00001733",29327
"35884","TC1_40:bin_000058@contig_00002577",30380
"35885","TC1_40:bin_000058@contig_00002872",3477
"35886","TC1_40:bin_000058@contig_00003028",16201
"35887","TC1_40:bin_000058@contig_00004615",8292
"35888","TC1_40:bin_000058@contig_00004684",52348
"35889","TC1_40:bin_000058@contig_00006027",8104
"35890","TC1_40:bin_000058@contig_00006317",5598
"35891","TC1_40:bin_000058@contig_00006393",8191
"35892","TC1_40:bin_000058@contig_00007640",9765
"35893","TC1_40:bin_000058@contig_00008234",10435
"35894","TC1_40:bin_000058@contig_00008359",4516
"35895","TC1_40:bin_000058@contig_00008968",57028
"35896","TC1_40:bin_000058@contig_00010251",7336
"35897","TC1_40:bin_000058@contig_00010505",3938
"35898","TC1_40:bin_000058@contig_00011148",30483
"35899","TC1_40:bin_000058@contig_00011687",48835
"35900","TC1_40:bin_000058@contig_00011921",3572
"35901","TC1_40:bin_000058@contig_00012058",38923
"35902","TC1_40:bin_000058@contig_00012418",30660
"35903","TC1_40:bin_000058@contig_00013043",29367
"35904","TC1_40:bin_000058@contig_00013863",3817
"35905","TC1_40:bin_000058@contig_00015319",32553
"35906","TC1_40:bin_000058@contig_00015324",10063
"35907","TC1_40:bin_000058@contig_00015718",9450
"35908","TC1_40:bin_000058@contig_00016718",43809
"35909","TC1_40:bin_000058@contig_00016815",8953
"35910","TC1_40:bin_000058@contig_00016948",22309
"35911","TC1_40:bin_000058@contig_00016979",14066
"35912","TC1_40:bin_000058@contig_00017093",5377
"35913","TC1_40:bin_000058@contig_00018533",20631
"35914","TC1_40:bin_000058@contig_00019330",3968
"35915","TC1_40:bin_000058@contig_00020377",11114
"35916","TC1_40:bin_000058@contig_00021130",27038
"35917","TC1_40:bin_000058@contig_00021589",16515
"35918","TC1_40:bin_000058@contig_00021884",14764
"35919","TC1_40:bin_000058@contig_00021981",26525
"35920","TC1_40:bin_000058@contig_00022037",7888
"35921","TC1_40:bin_000058@contig_00022512",2942
"35922","TC1_40:bin_000058@contig_00024111",43494
"35923","TC1_40:bin_000058@contig_00024134",45524
"35924","TC1_40:bin_000058@contig_00024325",23298
"35925","TC1_40:bin_000058@contig_00024376",15798
"35926","TC1_40:bin_000058@contig_00024807",13306
"35927","TC1_40:bin_000058@contig_00025121",39677
"35928","TC1_40:bin_000058@contig_00025573",50642
"35929","TC1_40:bin_000058@contig_00026095",22997
"35930","TC1_40:bin_000058@contig_00026734",41159
"35931","TC1_40:bin_000058@contig_00026850",3283
"35932","TC1_40:bin_000058@contig_00027404",6240
"35933","TC1_40:bin_000058@contig_00027883",25024
"35934","TC1_40:bin_000058@contig_00029576",45028
"35935","TC1_40:bin_000058@contig_00030085",15406
"35936","TC1_40:bin_000058@contig_00030641",12264
"35937","TC1_40:bin_000058@contig_00032013",36623
"35938","TC1_40:bin_000058@contig_00032904",32799
"35939","TC1_40:bin_000058@contig_00033258",37559
"35940","TC1_40:bin_000058@contig_00033273",26413
"35941","TC1_40:bin_000058@contig_00033754",5891
"35942","TC1_40:bin_000058@contig_00033800",18245
"35943","TC1_40:bin_000058@contig_00034400",33823
"35944","TC1_40:bin_000058@contig_00034705",11000
"35945","TC1_40:bin_000058@contig_00035419",52464
"35946","TC1_40:bin_000058@contig_00036054",4065
"35947","TC1_40:bin_000058@contig_00036180",9029
"35948","TC1_40:bin_000058@contig_00036220",6003
"35949","TC1_40:bin_000058@contig_00037507",20601
"35950","TC1_40:bin_000058@contig_00038924",18259
"35951","TC1_40:bin_000058@contig_00040417",15057
"35952","TC1_40:bin_000058@contig_00040889",5796
"35953","TC1_40:bin_000058@contig_00042793",32821
"35954","TC1_40:bin_000058@contig_00045322",5225
"35955","TC1_40:bin_000058@contig_00047031",4019
"35956","TC1_40:bin_000058@contig_00047562",11866
"35957","TC1_40:bin_000058@contig_00047732",34914
"35958","TC1_40:bin_000058@contig_00047866",8052
"35959","TC1_40:bin_000058@contig_00049221",44811
"35960","TC1_40:bin_000058@contig_00049499",7674
"35961","TC1_40:bin_000058@contig_00049596",36456
"35962","TC1_40:bin_000058@contig_00049661",30383
"35963","TC1_40:bin_000058@contig_00050000",34724
"35964","TC1_40:bin_000058@contig_00050267",10293
"35965","TC1_40:bin_000058@contig_00050409",6040
"35966","TC1_40:bin_000058@contig_00050742",13083
"35967","TC1_40:bin_000058@contig_00050961",13531
"35968","TC1_40:bin_000058@contig_00051226",14099
"35969","TC1_40:bin_000058@contig_00051953",14277
"35970","TC1_40:bin_000058@contig_00052133",25605
"35971","TC1_40:bin_000058@contig_00052250",23112
"35972","TC1_40:bin_000058@contig_00052435",21422
"35973","TC1_40:bin_000058@contig_00053269",15380
"35974","TC1_40:bin_000058@contig_00054068",90309
"35975","TC1_40:bin_000058@contig_00054161",4383
"35976","TC1_40:bin_000058@contig_00054333",18614
"35977","TC1_40:bin_000058@contig_00055609",5908
"35978","TC1_40:bin_000058@contig_00056261",19665
"35979","TC1_40:bin_000058@contig_00056926",40432
"35980","TC1_40:bin_000058@contig_00058098",8171
"35981","TC1_40:bin_000058@contig_00058355",8597
"35982","TC1_40:bin_000058@contig_00059651",5506
"35983","TC1_40:bin_000058@contig_00062077",12996
"35984","TC1_40:bin_000058@contig_00062205",15770
"35985","TC1_40:bin_000058@contig_00063041",12235
"35986","TC1_40:bin_000058@contig_00063790",15625
"35987","TC1_40:bin_000058@contig_00064780",5105
"35988","TC1_40:bin_000058@contig_00064950",26096
"35989","TC1_40:bin_000058@contig_00064971",22834
"35990","TC1_40:bin_000058@contig_00065029",5924
"35991","TC1_40:bin_000058@contig_00066067",4070
"35992","TC1_40:bin_000058@contig_00067204",34183
"35993","TC1_40:bin_000058@contig_00069722",7062
"35994","TC1_40:bin_000058@contig_00069980",53531
"35995","TC1_40:bin_000058@contig_00070114",5544
"35996","TC1_40:bin_000058@contig_00071417",18910
"35997","TC1_40:bin_000066@contig_00000099",20962
"35998","TC1_40:bin_000066@contig_00000399",13786
"35999","TC1_40:bin_000066@contig_00000829",5929
"36000","TC1_40:bin_000066@contig_00000980",5095
"36001","TC1_40:bin_000066@contig_00002985",4600
"36002","TC1_40:bin_000066@contig_00005724",14558
"36003","TC1_40:bin_000066@contig_00006251",26765
"36004","TC1_40:bin_000066@contig_00014652",70539
"36005","TC1_40:bin_000066@contig_00019136",33320
"36006","TC1_40:bin_000066@contig_00022228",156733
"36007","TC1_40:bin_000066@contig_00022344",24602
"36008","TC1_40:bin_000066@contig_00022613",95413
"36009","TC1_40:bin_000066@contig_00024408",31738
"36010","TC1_40:bin_000066@contig_00029494",12608
"36011","TC1_40:bin_000066@contig_00030743",19287
"36012","TC1_40:bin_000066@contig_00031331",27107
"36013","TC1_40:bin_000066@contig_00033211",23654
"36014","TC1_40:bin_000066@contig_00035314",33050
"36015","TC1_40:bin_000066@contig_00037444",91272
"36016","TC1_40:bin_000066@contig_00038321",77419
"36017","TC1_40:bin_000066@contig_00040120",8979
"36018","TC1_40:bin_000066@contig_00040526",42910
"36019","TC1_40:bin_000066@contig_00041804",23162
"36020","TC1_40:bin_000066@contig_00042283",4326
"36021","TC1_40:bin_000066@contig_00042451",2785
"36022","TC1_40:bin_000066@contig_00042576",5027
"36023","TC1_40:bin_000066@contig_00042893",18549
"36024","TC1_40:bin_000066@contig_00046602",50887
"36025","TC1_40:bin_000066@contig_00050050",48630
"36026","TC1_40:bin_000066@contig_00050510",7110
"36027","TC1_40:bin_000066@contig_00053032",3557
"36028","TC1_40:bin_000066@contig_00055013",32689
"36029","TC1_40:bin_000066@contig_00057484",37720
"36030","TC1_40:bin_000066@contig_00062791",77520
"36031","TC1_40:bin_000066@contig_00064129",59023
"36032","TC1_40:bin_000066@contig_00064894",3021
"36033","TC1_40:bin_000066@contig_00065608",76211
"36034","TC1_40:bin_000066@contig_00065631",40824
"36035","TC1_40:bin_000066@contig_00069398",7597
"36036","TC1_40:bin_000066@contig_00071405",2271
"36037","TC1_40:bin_000066@contig_00072027",36981
"36038","TC1_40:bin_000067@contig_00000724",7396
"36039","TC1_40:bin_000067@contig_00000826",2725
"36040","TC1_40:bin_000067@contig_00000895",3815
"36041","TC1_40:bin_000067@contig_00001724",5431
"36042","TC1_40:bin_000067@contig_00002335",16863
"36043","TC1_40:bin_000067@contig_00002698",1501
"36044","TC1_40:bin_000067@contig_00002722",2945
"36045","TC1_40:bin_000067@contig_00003195",4698
"36046","TC1_40:bin_000067@contig_00003344",11407
"36047","TC1_40:bin_000067@contig_00003689",4516
"36048","TC1_40:bin_000067@contig_00003961",7876
"36049","TC1_40:bin_000067@contig_00003968",3448
"36050","TC1_40:bin_000067@contig_00004362",7672
"36051","TC1_40:bin_000067@contig_00004502",3102
"36052","TC1_40:bin_000067@contig_00004776",1523
"36053","TC1_40:bin_000067@contig_00005216",2044
"36054","TC1_40:bin_000067@contig_00005491",7142
"36055","TC1_40:bin_000067@contig_00005673",12720
"36056","TC1_40:bin_000067@contig_00006098",5071
"36057","TC1_40:bin_000067@contig_00006331",5169
"36058","TC1_40:bin_000067@contig_00006794",21977
"36059","TC1_40:bin_000067@contig_00007703",4542
"36060","TC1_40:bin_000067@contig_00007822",4216
"36061","TC1_40:bin_000067@contig_00007953",8234
"36062","TC1_40:bin_000067@contig_00008023",12155
"36063","TC1_40:bin_000067@contig_00008262",9871
"36064","TC1_40:bin_000067@contig_00008506",6918
"36065","TC1_40:bin_000067@contig_00009194",8992
"36066","TC1_40:bin_000067@contig_00009215",8085
"36067","TC1_40:bin_000067@contig_00009339",3499
"36068","TC1_40:bin_000067@contig_00010153",50679
"36069","TC1_40:bin_000067@contig_00010368",1908
"36070","TC1_40:bin_000067@contig_00010406",10688
"36071","TC1_40:bin_000067@contig_00010698",1943
"36072","TC1_40:bin_000067@contig_00010848",3073
"36073","TC1_40:bin_000067@contig_00011102",21815
"36074","TC1_40:bin_000067@contig_00012017",2174
"36075","TC1_40:bin_000067@contig_00012033",6342
"36076","TC1_40:bin_000067@contig_00012730",1961
"36077","TC1_40:bin_000067@contig_00013251",20258
"36078","TC1_40:bin_000067@contig_00013257",1905
"36079","TC1_40:bin_000067@contig_00013552",5518
"36080","TC1_40:bin_000067@contig_00014193",5629
"36081","TC1_40:bin_000067@contig_00014428",20488
"36082","TC1_40:bin_000067@contig_00014626",2763
"36083","TC1_40:bin_000067@contig_00014675",3291
"36084","TC1_40:bin_000067@contig_00015044",7337
"36085","TC1_40:bin_000067@contig_00015273",2603
"36086","TC1_40:bin_000067@contig_00015799",2840
"36087","TC1_40:bin_000067@contig_00015858",9170
"36088","TC1_40:bin_000067@contig_00016002",4431
"36089","TC1_40:bin_000067@contig_00016527",1770
"36090","TC1_40:bin_000067@contig_00016552",5224
"36091","TC1_40:bin_000067@contig_00016996",4641
"36092","TC1_40:bin_000067@contig_00017340",16299
"36093","TC1_40:bin_000067@contig_00017369",4937
"36094","TC1_40:bin_000067@contig_00017379",4494
"36095","TC1_40:bin_000067@contig_00017815",1647
"36096","TC1_40:bin_000067@contig_00017908",29387
"36097","TC1_40:bin_000067@contig_00018582",35606
"36098","TC1_40:bin_000067@contig_00018816",4920
"36099","TC1_40:bin_000067@contig_00019061",3045
"36100","TC1_40:bin_000067@contig_00019595",2565
"36101","TC1_40:bin_000067@contig_00019942",11525
"36102","TC1_40:bin_000067@contig_00020499",7282
"36103","TC1_40:bin_000067@contig_00021309",2268
"36104","TC1_40:bin_000067@contig_00022347",6763
"36105","TC1_40:bin_000067@contig_00022560",28222
"36106","TC1_40:bin_000067@contig_00022854",14021
"36107","TC1_40:bin_000067@contig_00022971",6921
"36108","TC1_40:bin_000067@contig_00023080",16765
"36109","TC1_40:bin_000067@contig_00023756",3982
"36110","TC1_40:bin_000067@contig_00024103",2131
"36111","TC1_40:bin_000067@contig_00025424",4402
"36112","TC1_40:bin_000067@contig_00025433",1648
"36113","TC1_40:bin_000067@contig_00025452",1728
"36114","TC1_40:bin_000067@contig_00025662",3712
"36115","TC1_40:bin_000067@contig_00025900",3021
"36116","TC1_40:bin_000067@contig_00026037",5265
"36117","TC1_40:bin_000067@contig_00026536",41879
"36118","TC1_40:bin_000067@contig_00027175",19047
"36119","TC1_40:bin_000067@contig_00027352",2049
"36120","TC1_40:bin_000067@contig_00027506",6487
"36121","TC1_40:bin_000067@contig_00027861",4017
"36122","TC1_40:bin_000067@contig_00028169",4833
"36123","TC1_40:bin_000067@contig_00028268",5311
"36124","TC1_40:bin_000067@contig_00028411",6230
"36125","TC1_40:bin_000067@contig_00028422",2955
"36126","TC1_40:bin_000067@contig_00028807",3910
"36127","TC1_40:bin_000067@contig_00029258",3473
"36128","TC1_40:bin_000067@contig_00029448",2585
"36129","TC1_40:bin_000067@contig_00029858",7311
"36130","TC1_40:bin_000067@contig_00030146",7404
"36131","TC1_40:bin_000067@contig_00030562",3015
"36132","TC1_40:bin_000067@contig_00030686",3683
"36133","TC1_40:bin_000067@contig_00030980",2713
"36134","TC1_40:bin_000067@contig_00031212",1695
"36135","TC1_40:bin_000067@contig_00031354",7073
"36136","TC1_40:bin_000067@contig_00031429",4577
"36137","TC1_40:bin_000067@contig_00031647",9031
"36138","TC1_40:bin_000067@contig_00031913",3432
"36139","TC1_40:bin_000067@contig_00032406",7164
"36140","TC1_40:bin_000067@contig_00032450",13074
"36141","TC1_40:bin_000067@contig_00032554",2494
"36142","TC1_40:bin_000067@contig_00032762",2435
"36143","TC1_40:bin_000067@contig_00032803",23236
"36144","TC1_40:bin_000067@contig_00032806",2321
"36145","TC1_40:bin_000067@contig_00033401",23693
"36146","TC1_40:bin_000067@contig_00033467",3558
"36147","TC1_40:bin_000067@contig_00033478",1825
"36148","TC1_40:bin_000067@contig_00033606",4847
"36149","TC1_40:bin_000067@contig_00033898",2760
"36150","TC1_40:bin_000067@contig_00033938",4143
"36151","TC1_40:bin_000067@contig_00034156",2420
"36152","TC1_40:bin_000067@contig_00034562",2780
"36153","TC1_40:bin_000067@contig_00034648",4177
"36154","TC1_40:bin_000067@contig_00034878",1679
"36155","TC1_40:bin_000067@contig_00034942",10219
"36156","TC1_40:bin_000067@contig_00035164",6515
"36157","TC1_40:bin_000067@contig_00035307",6022
"36158","TC1_40:bin_000067@contig_00035409",6096
"36159","TC1_40:bin_000067@contig_00036503",7143
"36160","TC1_40:bin_000067@contig_00036776",12073
"36161","TC1_40:bin_000067@contig_00036804",3569
"36162","TC1_40:bin_000067@contig_00037014",7565
"36163","TC1_40:bin_000067@contig_00037077",1595
"36164","TC1_40:bin_000067@contig_00037336",2503
"36165","TC1_40:bin_000067@contig_00037673",6763
"36166","TC1_40:bin_000067@contig_00037953",12915
"36167","TC1_40:bin_000067@contig_00037995",4283
"36168","TC1_40:bin_000067@contig_00038023",5334
"36169","TC1_40:bin_000067@contig_00038039",4755
"36170","TC1_40:bin_000067@contig_00038324",2952
"36171","TC1_40:bin_000067@contig_00038421",24660
"36172","TC1_40:bin_000067@contig_00038644",16456
"36173","TC1_40:bin_000067@contig_00039205",6454
"36174","TC1_40:bin_000067@contig_00039356",10644
"36175","TC1_40:bin_000067@contig_00039365",2488
"36176","TC1_40:bin_000067@contig_00039688",3067
"36177","TC1_40:bin_000067@contig_00040309",4182
"36178","TC1_40:bin_000067@contig_00040401",2552
"36179","TC1_40:bin_000067@contig_00040530",8623
"36180","TC1_40:bin_000067@contig_00040855",4754
"36181","TC1_40:bin_000067@contig_00041299",2282
"36182","TC1_40:bin_000067@contig_00041412",1869
"36183","TC1_40:bin_000067@contig_00041786",61103
"36184","TC1_40:bin_000067@contig_00041970",3326
"36185","TC1_40:bin_000067@contig_00042170",5321
"36186","TC1_40:bin_000067@contig_00042351",33286
"36187","TC1_40:bin_000067@contig_00042485",2682
"36188","TC1_40:bin_000067@contig_00042490",9066
"36189","TC1_40:bin_000067@contig_00042716",2259
"36190","TC1_40:bin_000067@contig_00042937",17217
"36191","TC1_40:bin_000067@contig_00042963",2538
"36192","TC1_40:bin_000067@contig_00043323",4164
"36193","TC1_40:bin_000067@contig_00043540",19813
"36194","TC1_40:bin_000067@contig_00043566",3940
"36195","TC1_40:bin_000067@contig_00043672",6672
"36196","TC1_40:bin_000067@contig_00043765",10591
"36197","TC1_40:bin_000067@contig_00043768",23871
"36198","TC1_40:bin_000067@contig_00044218",2125
"36199","TC1_40:bin_000067@contig_00044724",1824
"36200","TC1_40:bin_000067@contig_00044828",10718
"36201","TC1_40:bin_000067@contig_00045042",1720
"36202","TC1_40:bin_000067@contig_00045201",4525
"36203","TC1_40:bin_000067@contig_00045506",1782
"36204","TC1_40:bin_000067@contig_00046123",2018
"36205","TC1_40:bin_000067@contig_00046642",22867
"36206","TC1_40:bin_000067@contig_00047180",12547
"36207","TC1_40:bin_000067@contig_00047379",6969
"36208","TC1_40:bin_000067@contig_00047654",2114
"36209","TC1_40:bin_000067@contig_00047843",2524
"36210","TC1_40:bin_000067@contig_00047919",8934
"36211","TC1_40:bin_000067@contig_00048066",3604
"36212","TC1_40:bin_000067@contig_00048286",5391
"36213","TC1_40:bin_000067@contig_00048575",4393
"36214","TC1_40:bin_000067@contig_00048606",4203
"36215","TC1_40:bin_000067@contig_00048927",6388
"36216","TC1_40:bin_000067@contig_00049419",9748
"36217","TC1_40:bin_000067@contig_00049565",3272
"36218","TC1_40:bin_000067@contig_00049626",3489
"36219","TC1_40:bin_000067@contig_00050514",1670
"36220","TC1_40:bin_000067@contig_00050972",7705
"36221","TC1_40:bin_000067@contig_00051139",30662
"36222","TC1_40:bin_000067@contig_00051259",1877
"36223","TC1_40:bin_000067@contig_00051627",2842
"36224","TC1_40:bin_000067@contig_00051763",6587
"36225","TC1_40:bin_000067@contig_00051780",2270
"36226","TC1_40:bin_000067@contig_00052177",8832
"36227","TC1_40:bin_000067@contig_00052303",12914
"36228","TC1_40:bin_000067@contig_00052397",2807
"36229","TC1_40:bin_000067@contig_00052735",3177
"36230","TC1_40:bin_000067@contig_00052857",19088
"36231","TC1_40:bin_000067@contig_00052893",2092
"36232","TC1_40:bin_000067@contig_00053166",3536
"36233","TC1_40:bin_000067@contig_00053405",2241
"36234","TC1_40:bin_000067@contig_00053468",2822
"36235","TC1_40:bin_000067@contig_00053526",5683
"36236","TC1_40:bin_000067@contig_00053659",60900
"36237","TC1_40:bin_000067@contig_00053921",2024
"36238","TC1_40:bin_000067@contig_00054181",10336
"36239","TC1_40:bin_000067@contig_00054195",7215
"36240","TC1_40:bin_000067@contig_00054347",1540
"36241","TC1_40:bin_000067@contig_00054375",1832
"36242","TC1_40:bin_000067@contig_00054531",2681
"36243","TC1_40:bin_000067@contig_00055356",6947
"36244","TC1_40:bin_000067@contig_00055379",11512
"36245","TC1_40:bin_000067@contig_00055494",2939
"36246","TC1_40:bin_000067@contig_00055495",2760
"36247","TC1_40:bin_000067@contig_00055497",4223
"36248","TC1_40:bin_000067@contig_00055793",9643
"36249","TC1_40:bin_000067@contig_00055922",7562
"36250","TC1_40:bin_000067@contig_00056051",7339
"36251","TC1_40:bin_000067@contig_00056161",1661
"36252","TC1_40:bin_000067@contig_00056188",12423
"36253","TC1_40:bin_000067@contig_00056334",7846
"36254","TC1_40:bin_000067@contig_00056669",4988
"36255","TC1_40:bin_000067@contig_00057156",2411
"36256","TC1_40:bin_000067@contig_00057459",36358
"36257","TC1_40:bin_000067@contig_00057470",6443
"36258","TC1_40:bin_000067@contig_00057748",5815
"36259","TC1_40:bin_000067@contig_00057797",5858
"36260","TC1_40:bin_000067@contig_00058077",25072
"36261","TC1_40:bin_000067@contig_00058775",1594
"36262","TC1_40:bin_000067@contig_00058948",3218
"36263","TC1_40:bin_000067@contig_00058999",1520
"36264","TC1_40:bin_000067@contig_00059040",7780
"36265","TC1_40:bin_000067@contig_00059135",5758
"36266","TC1_40:bin_000067@contig_00059517",3851
"36267","TC1_40:bin_000067@contig_00059626",4057
"36268","TC1_40:bin_000067@contig_00059796",5231
"36269","TC1_40:bin_000067@contig_00059923",9646
"36270","TC1_40:bin_000067@contig_00060150",2136
"36271","TC1_40:bin_000067@contig_00060315",6628
"36272","TC1_40:bin_000067@contig_00060358",3256
"36273","TC1_40:bin_000067@contig_00060398",9893
"36274","TC1_40:bin_000067@contig_00060508",4163
"36275","TC1_40:bin_000067@contig_00060519",2926
"36276","TC1_40:bin_000067@contig_00060639",2209
"36277","TC1_40:bin_000067@contig_00060870",2468
"36278","TC1_40:bin_000067@contig_00060908",10612
"36279","TC1_40:bin_000067@contig_00061101",2671
"36280","TC1_40:bin_000067@contig_00061223",15603
"36281","TC1_40:bin_000067@contig_00061539",8435
"36282","TC1_40:bin_000067@contig_00061733",2526
"36283","TC1_40:bin_000067@contig_00061850",2469
"36284","TC1_40:bin_000067@contig_00061866",39658
"36285","TC1_40:bin_000067@contig_00061973",1584
"36286","TC1_40:bin_000067@contig_00062262",10929
"36287","TC1_40:bin_000067@contig_00062274",2525
"36288","TC1_40:bin_000067@contig_00062956",8668
"36289","TC1_40:bin_000067@contig_00063360",3982
"36290","TC1_40:bin_000067@contig_00063375",1717
"36291","TC1_40:bin_000067@contig_00063935",13389
"36292","TC1_40:bin_000067@contig_00063958",4010
"36293","TC1_40:bin_000067@contig_00063996",4914
"36294","TC1_40:bin_000067@contig_00064199",15716
"36295","TC1_40:bin_000067@contig_00064277",1511
"36296","TC1_40:bin_000067@contig_00064313",6105
"36297","TC1_40:bin_000067@contig_00064445",17272
"36298","TC1_40:bin_000067@contig_00064685",11279
"36299","TC1_40:bin_000067@contig_00064763",2020
"36300","TC1_40:bin_000067@contig_00064771",3360
"36301","TC1_40:bin_000067@contig_00064942",2600
"36302","TC1_40:bin_000067@contig_00065014",1840
"36303","TC1_40:bin_000067@contig_00065517",8910
"36304","TC1_40:bin_000067@contig_00065561",24932
"36305","TC1_40:bin_000067@contig_00065666",4710
"36306","TC1_40:bin_000067@contig_00065687",3684
"36307","TC1_40:bin_000067@contig_00065830",1500
"36308","TC1_40:bin_000067@contig_00065874",2870
"36309","TC1_40:bin_000067@contig_00066122",24148
"36310","TC1_40:bin_000067@contig_00066358",3302
"36311","TC1_40:bin_000067@contig_00066561",2407
"36312","TC1_40:bin_000067@contig_00067012",12092
"36313","TC1_40:bin_000067@contig_00067013",3032
"36314","TC1_40:bin_000067@contig_00067085",4240
"36315","TC1_40:bin_000067@contig_00067118",8035
"36316","TC1_40:bin_000067@contig_00067154",3974
"36317","TC1_40:bin_000067@contig_00067222",2969
"36318","TC1_40:bin_000067@contig_00067243",2074
"36319","TC1_40:bin_000067@contig_00067259",14547
"36320","TC1_40:bin_000067@contig_00067379",1800
"36321","TC1_40:bin_000067@contig_00068096",15083
"36322","TC1_40:bin_000067@contig_00068597",4686
"36323","TC1_40:bin_000067@contig_00068854",17173
"36324","TC1_40:bin_000067@contig_00068871",5594
"36325","TC1_40:bin_000067@contig_00069216",3602
"36326","TC1_40:bin_000067@contig_00069228",8595
"36327","TC1_40:bin_000067@contig_00069231",1875
"36328","TC1_40:bin_000067@contig_00069370",5948
"36329","TC1_40:bin_000067@contig_00069734",8363
"36330","TC1_40:bin_000067@contig_00069856",3426
"36331","TC1_40:bin_000067@contig_00069858",1785
"36332","TC1_40:bin_000067@contig_00070299",3330
"36333","TC1_40:bin_000067@contig_00070348",2601
"36334","TC1_40:bin_000067@contig_00070724",3721
"36335","TC1_40:bin_000067@contig_00070741",17265
"36336","TC1_40:bin_000067@contig_00070949",1563
"36337","TC1_40:bin_000067@contig_00071073",22230
"36338","TC1_40:bin_000067@contig_00071187",8784
"36339","TC1_40:bin_000067@contig_00071342",15140
"36340","TC1_40:bin_000067@contig_00071543",15522
"36341","TC1_40:bin_000067@contig_00071563",6362
"36342","TC1_40:bin_000067@contig_00071609",4623
"36343","TC1_40:bin_000067@contig_00071931",5707
"36344","TC1_40:bin_000067@contig_00072142",2341
"36345","TC1_40:bin_000067@contig_00072152",1528
"36346","TC1_40:bin_000073@contig_00000162",5586
"36347","TC1_40:bin_000073@contig_00000192",7494
"36348","TC1_40:bin_000073@contig_00000440",4754
"36349","TC1_40:bin_000073@contig_00000680",2635
"36350","TC1_40:bin_000073@contig_00000974",4110
"36351","TC1_40:bin_000073@contig_00001042",7205
"36352","TC1_40:bin_000073@contig_00001563",13343
"36353","TC1_40:bin_000073@contig_00001702",5127
"36354","TC1_40:bin_000073@contig_00001899",3099
"36355","TC1_40:bin_000073@contig_00002527",5803
"36356","TC1_40:bin_000073@contig_00002934",16489
"36357","TC1_40:bin_000073@contig_00003280",4993
"36358","TC1_40:bin_000073@contig_00003476",12628
"36359","TC1_40:bin_000073@contig_00003737",4233
"36360","TC1_40:bin_000073@contig_00003743",2564
"36361","TC1_40:bin_000073@contig_00004084",11073
"36362","TC1_40:bin_000073@contig_00004227",3222
"36363","TC1_40:bin_000073@contig_00004448",2388
"36364","TC1_40:bin_000073@contig_00004833",7168
"36365","TC1_40:bin_000073@contig_00005052",6371
